cache-misses_1s,branch-misses_1s,branch-load-misses_1s,L1-dcache-stores_1s,dTLB-stores_1s,cache-misses_2s,branch-misses_2s,branch-load-misses_2s,L1-dcache-stores_2s,dTLB-stores_2s,cache-misses_3s,branch-misses_3s,branch-load-misses_3s,L1-dcache-stores_3s,dTLB-stores_3s,cache-misses_4s,branch-misses_4s,branch-load-misses_4s,L1-dcache-stores_4s,dTLB-stores_4s,cache-misses_5s,branch-misses_5s,branch-load-misses_5s,L1-dcache-stores_5s,dTLB-stores_5s,label
55277120,16036649,16212662,808906105,789551069,58454995,23493720,23553086,582805158,644243161,51766872,21275650,21304965,467582797,489690953,3915506,1095242,1106790,29789323,22851541,16786018,5344926,5414764,173855706,175186469,2
50520041,15184098,15182235,792226609,834192893,62936793,23110423,22796549,607305912,589711197,40697440,18335777,18251975,426944006,405221968,13329539,5648970,5282670,127434178,128648149,463291,1109423,1156502,14100095,14688164,2
50875990,15375478,15414943,828345489,820865443,52948923,21287547,21138491,571279534,558052828,48958658,19928672,20697331,503758431,446538552,15389052,4929176,4750789,123884952,120810146,718621,113235,113325,1953047,2324062,2
52700593,15101259,15411664,784125143,840940571,55208472,21811775,21707284,543897669,598152141,43538457,20917871,20659423,443379811,444633194,11381701,3652039,3526713,91300529,97149791,525362,118668,124018,2148500,1588889,2
53299299,14899761,14747695,792985880,782142445,59076604,22572304,22125704,655301499,603334387,40010129,21309061,21285566,416875000,454826673,14562458,4604831,4895897,128255054,104080285,1176017,214291,214505,4343513,6923966,2
52017167,14925042,14907099,836556168,808116622,57366892,22762384,22222074,587076493,591218128,48462395,19795597,20384921,480877406,467858641,15827165,4455003,4665856,118618650,109483763,731397,142167,144942,1802610,1804029,2
60017091,15810956,15345220,853882641,793936396,62944438,23168562,23338585,582391442,627171842,34452454,17783424,17857823,376908515,385593188,19672508,8551809,8641900,211144332,174719579,707385,139218,139048,1782228,1994533,2
54232289,14043968,14377095,827006066,832103560,62896087,23253982,23126682,602536692,629642557,42977713,20167858,19624471,470014014,457226893,13156236,4426718,4283668,100463177,105418192,627234,139881,152947,1884590,2697227,2
50807385,15440435,15081329,814335069,745151471,64542308,21859526,22470176,581794343,645457971,41356548,19376804,19323329,451350339,480392170,12027077,3640269,3471671,92908060,107711948,532608,2611229,2691170,34381938,19278242,2
41694169,13961898,13828330,783437554,850610615,61830584,21509420,21437802,636904714,550326050,45104348,19619291,20311019,439315836,454255903,10856741,3691881,3715701,105036534,117288430,754889,131630,128650,1983028,1976449,2
40371654,10998159,10498970,746970989,659039285,60100976,19988073,20014600,595672219,655879117,58171460,21402331,21394911,515702498,412165048,23628416,7769906,8161512,212008056,236291945,6571571,2322377,2544769,104405113,87384163,2
56680356,15833882,15820089,824260401,844893308,55596873,21009336,21105241,554338196,576342944,43190256,19960498,19937610,486328212,421507505,15646523,5234956,5397813,131829953,142062284,1364505,3771962,4008227,38593522,43009478,2
56220945,15217748,14852351,855223460,843152088,54363725,22131822,22076140,575491283,592729150,54528502,17930703,18473966,422826877,408053542,19131184,9067199,9132469,195563132,190150698,4818364,2144934,1934236,110110294,95080061,2
50389186,15817896,15655298,801898784,760317509,54082031,21236359,21688681,602021767,621756934,42343863,18529079,18965079,393691295,370307255,19084338,8156360,8263824,199371160,199796024,941337,153439,152523,2668019,1939401,2
53362986,14922090,14780818,849592582,768373768,61289578,21722055,22284915,574163013,591125749,44680875,20495071,20248534,442962513,413306268,15628352,4709256,4689257,100371176,100219259,694059,145576,136184,2015953,1648080,2
61843314,14825870,14560570,895132403,766991082,61545597,22122790,22180929,561272979,587301896,41642164,19250510,19413515,396359627,454044505,13968477,4323267,4152350,111907591,124547619,746850,4105169,4221208,40289347,34287269,2
44225129,13403991,14045660,797628341,779407466,66074789,21986923,21956959,628889824,548528139,38579371,17234985,17641484,387639372,319180563,18675272,7955875,7838061,168902876,181646989,1204780,2481839,2496289,28896548,19614622,2
51190016,13977165,14689767,767712541,872161508,52876065,20684662,20366167,509057365,546312446,44260023,19134803,19726601,438546414,427598451,15486345,5814410,5423787,121733293,154064417,708658,3434403,3400428,47698986,39254875,2
59455843,15023986,14517041,889093548,794518278,61573563,23726866,23461209,576822865,575181606,36761755,18003110,17566994,395322431,390285595,12653497,4402775,4481865,95249086,97784075,676327,141870,141160,2700769,1880067,2
56403745,15511262,15101364,766937336,764117463,61024217,22441854,22254183,638841854,639601237,40639319,19661213,20023619,408771331,432269901,14309804,4196975,4413175,101574608,106817276,736718,2873039,2782713,24395907,36942129,2
51843744,15812429,15913256,684911457,819561290,62659758,22079496,22158144,664976526,659590522,36874312,21103190,20543332,435051923,435735850,14088742,3876581,3987015,109874157,97877144,763091,3931191,3989417,38532031,35783840,2
58369344,14845115,14637338,843594668,766124108,50357844,19779420,19418811,512497710,571891020,59175568,20365372,20219253,407780308,445193393,19271743,8191699,8528240,192762738,182489634,964709,843198,912205,17151766,16468273,2
48511036,14707387,15253140,851961228,790775184,59247060,21691579,21705113,561764285,580219112,45859300,18769378,18553367,423713403,447189438,16049600,5769278,5552956,135718308,144089934,689513,138461,138226,1816809,1889216,2
56808010,15159250,15249075,822930500,758088117,53539634,21105003,20774768,567496110,589452897,46893168,21862774,21849261,490437020,430602486,11757164,4502883,4349479,111647346,99480049,641247,939858,1101679,13897027,14516007,2
50189030,13356453,13516248,751771570,749622821,65822899,21534908,21915835,631368693,599153770,47109318,21240651,20795447,446996934,460097036,16211960,4779690,4828079,126270717,121612754,1785084,1061298,1056760,14098148,13326105,2
53730425,14621775,14429863,803903445,828050636,57095126,20868869,21161675,555136709,548376477,49316835,20313594,20436635,437255668,476405914,12708043,3915631,3948598,108739981,82647336,865333,3430583,3458863,43313982,42282879,2
56500667,16453607,15587698,833092432,806355065,63696101,22173286,22251701,581131007,581876407,39571730,20898781,21227026,474568198,401627504,11678705,3657855,3721879,85021004,97467873,6880884,2219653,2442270,112152200,86238064,2
51085589,15098215,14631927,814887675,840399651,64435211,21361795,21641569,611192707,562832573,44903438,19946464,19373187,431132669,444969644,14164764,3714043,3690676,88344492,115738866,307227,3967017,3700558,28589151,35226926,2
58353305,15327226,14520619,829859410,817090299,63079550,22112328,22056637,619932584,537793712,43814124,19115693,18963714,446615695,435094093,13586578,4213248,4226501,103995638,106622793,677947,144151,142663,2391270,1669002,2
55953741,15758039,15421380,758104069,861017549,62889798,21573990,21697302,595011760,572537394,41264463,20833088,21017121,441127627,415806621,13440565,4495637,4417357,99210567,107369676,702713,144258,145176,2682369,1695480,2
45056566,15139516,15171050,809467774,838880254,56210619,21615741,21344004,574847457,593150423,40322746,17865792,17785304,378605181,389539734,20201154,7399973,7650486,186899497,202100288,748358,163141,160047,2603280,2591086,2
49618583,13124557,12538772,756538987,741868004,59238776,21817914,22168167,594817235,657915364,51971725,21775756,21714869,479278461,478704032,11146651,3597776,3438939,86795505,96408777,644260,805986,842349,15063782,17065768,2
58996113,15017930,14504706,839322764,777072358,61663142,22224632,22664340,653860674,596983755,38902635,17946887,17368606,411180149,429995037,13857388,3585672,3764824,82130130,108039137,748211,4142513,4222271,35087955,34429242,2
54313215,14829631,14436933,778360987,895430586,59541009,22037451,22382713,552392712,608108502,40508659,19340773,19132676,421640432,450382284,12200574,3967489,3988375,88118790,106011460,617872,2526166,2584191,32953273,38356329,2
50673327,14566065,14126680,746148702,733683106,61058298,21915622,22164566,600928754,613895689,53243373,22905897,23282909,507885165,512391863,11997256,3525898,3766292,103435943,89960965,1242910,694869,767375,9436814,11220917,2
53351810,13382034,13223004,772424258,759617755,64776584,21854044,21550022,623165765,602966815,46297179,20974660,21825491,419167520,443221435,12759772,4166498,4106043,94322847,101115680,796139,137676,151603,2060800,2683525,2
52671155,15386865,15437633,839194718,790738708,66428290,22505334,22596407,596741004,566970533,40907508,18403415,18237017,389481496,392703290,10622946,3349162,3497967,90579996,95743706,1200094,3651145,3573956,35614965,54997938,2
37751398,11689856,11616412,554113027,516444024,63944641,19317887,18784299,792152341,783249865,54110449,20382545,20690216,446594364,410633477,20517000,10003634,9754726,218079602,210982967,692749,173690,162962,1835847,6281274,2
59213236,15848048,15792876,796780805,809074046,60529835,21414016,21516787,567564695,525217367,49588535,21210745,21127315,465644916,445020505,13010206,4339188,4318996,98345362,89641828,702065,4230816,4200524,41978739,35208604,2
53879327,15449818,15319944,778444193,743989612,57733730,22113611,22315367,610737507,593619633,44401043,19575447,19390737,420219580,412857765,17925754,5694564,5718870,153694303,139792405,834369,153427,153023,2342637,6028452,2
52091462,15945719,15500047,816625922,762734965,52294872,20834139,20860950,589314479,609769831,33577058,15856434,15686064,343849800,357097115,19215826,8246237,8028496,180768417,197789948,1099703,4872382,4416335,33546620,36777907,2
49097928,15684974,15328250,765880287,864071284,60028195,22833946,22702659,611428206,531520690,42702467,21328250,20919448,472110217,446071345,13499313,4030409,4123072,100978967,90147095,719830,142161,155146,5285939,3122984,2
57486821,15802504,16022975,834827567,836079243,59214804,21456138,21137266,582694642,527676853,48420952,20491555,19994998,452992626,477640908,11218302,3603751,3469886,106400948,82363597,832838,4348240,4500848,45915199,40018236,2
49702425,15364424,15873359,798609319,782252299,56980734,21617370,21652840,553424847,617398427,43816274,20449966,20820436,482305468,409769521,11031756,3677828,3786310,97686725,86652695,542492,135411,132639,2218971,1733996,2
51838722,15276225,15529379,796962826,872357512,62624957,21428823,21083808,645963093,506938225,46057204,23273671,22668039,416903946,490650955,11902266,4318967,4384160,109283340,76701822,789010,180420,183290,2416198,6624740,2
56399631,16063114,15094565,801840030,820346733,61818784,20743067,20577258,583617823,540131852,45140647,21796160,21272277,455108137,447804007,13453217,4062946,3935822,111013427,91357793,852341,3325536,3130239,32603617,44215268,2
53093559,16321431,15413613,761808225,879788960,56338293,21703536,21883947,586253680,558116457,45583236,18594643,19130424,391467551,472580342,14080288,4372102,4228149,105512608,100462874,695877,155836,134872,3358923,1974917,2
54837124,15883900,15546698,850761249,783356387,58809637,21591796,21295726,570280030,538249201,44880553,17875176,17476992,374109814,374102508,19465141,7298864,7345709,184746159,178763072,695828,160994,160202,2004349,2347560,2
51446521,13980904,14201373,711482032,743762168,61549965,20626742,20469465,606287547,638487526,48237955,22816438,22843998,492939392,498301853,14283284,3874718,3802620,91589714,109306371,885849,174755,169217,2290099,5410090,2
47545770,13474811,12997748,759152602,756132937,59864669,21423726,21873340,612881320,612231453,52454832,22256694,22264604,491725283,460895202,13906960,5065771,4974510,118167911,116610344,847372,161797,165739,2008512,2565976,2
57214743,15709104,15669845,848294319,777632661,56024278,21526189,21346594,585234549,555434461,46560812,21518175,20645321,444772055,461582125,13189351,3370586,3556369,87595218,109262200,739626,124248,123791,1646466,1705231,2
47549695,14534347,15068908,725660165,898363218,60744715,22177997,22408267,626010670,523593099,52628437,20593270,20886984,459763726,455222268,12475821,3900395,3689216,95509460,91190758,965997,723660,841770,14424509,14873365,2
53865256,15199903,14864353,804386677,868045634,58656520,22019647,22234892,592086528,559585033,41614820,18965368,19357806,414806643,424511069,13711639,4604989,4429276,119806520,112962909,1223261,3065412,3050643,25852016,27061841,2
58904038,14768366,14354213,853741625,759740907,62619336,22123546,22143017,547568583,624692072,43609950,21702980,21207389,439632839,445943500,14754192,4081917,4165493,112514599,94352080,480096,128712,128034,1748148,1360072,2
53961211,14802476,15038351,808733453,864276307,60442864,21142119,21817368,550514536,577590159,44963197,20218375,20374498,443722047,464547395,14592988,5510970,5286954,108304992,115976002,613609,164188,162429,2502732,2364584,2
51672448,15382117,15229295,783382848,854812525,55214938,22286417,22799632,550625754,609659953,45640593,20654937,20589345,434338285,469896191,14191946,3934795,4152639,102085308,87906847,733120,149303,148326,1662813,1745029,2
55872866,16151183,15840765,882963996,800967943,60434963,23362326,23329763,600212584,578209380,41525783,18098759,17896439,368045855,415315568,20478335,4536261,4435655,114352616,100131036,1233143,3605695,3751699,34722868,35065243,2
24603244,11381320,11388523,469112785,560196129,46061139,15864226,15825641,619965855,634674255,56346387,22880448,22579216,491609345,471853072,23737400,9553856,9877383,202946076,205205422,14269502,3809097,3813825,98806044,106430645,2
24721896,9865219,9639585,549490698,496816458,619937,318334,362256,89975841,112528121,51328730,17714222,17667018,565175518,563111332,61363101,24928785,24859783,509101323,530006422,16942212,8080275,8317971,166153023,196434214,2
59038363,18575783,18004096,962044060,893263495,60559915,26142889,26039033,564094342,622906788,31286871,14298657,15017366,343963914,322348843,10563978,3922309,3950807,102999681,87363264,699425,121430,121608,1739954,1566788,2
47106803,17833658,17932698,928404251,979412137,63445640,25836699,25937007,577451198,581409282,31244180,13972073,13667135,288008114,328137467,14596143,4068163,4073971,91223544,113838243,593155,117487,116847,1417453,1765208,2
52476417,18115506,18042512,893243576,933163840,56512331,24722568,24504204,534521270,559640560,40227174,15969405,15997841,374484148,404845225,12655889,4009004,3895638,99790800,96844171,637867,121882,127572,2845745,1916917,2
26864579,9883874,10447543,662432573,734775495,12418356,2632482,2665802,54670922,45097593,18939738,5410917,5361200,98757565,119818737,21683848,7572877,8104382,189117976,131733934,10366468,3171412,3215041,53362626,49622021,3
34356013,12639719,12605793,731650355,682577565,28325111,8650433,8627757,184390879,237914974,11380860,3638388,3428019,55892285,83947427,772417,129449,132723,2116663,1829771,7309184,5791652,5724222,96756386,135259348,3
35977317,13528936,13015466,701026755,749658449,23914289,8037750,7665441,161609163,193016449,11081350,2549432,2615148,38384799,29712227,7905025,3185729,3322567,68987413,58836946,5523705,3137219,3426951,106241612,71145088,3
39467589,12936297,12641006,732880312,746893227,31331686,9643327,9465903,219921085,213295552,11854426,3916099,4046128,58639116,53310797,704746,164756,167635,1835136,2005343,6817753,2798228,2908757,85758781,97041815,3
