cache-misses_1s,node-loads_1s,branch-misses_1s,branch-load-misses_1s,LLC-store-misses_1s,branch-loads_1s,L1-dcache-stores_1s,L1-icache-load-misses_1s,branch-instructions_1s,iTLB-loads_1s,iTLB-load-misses_1s,dTLB-store-misses_1s,dTLB-load-misses_1s,dTLB-stores_1s,node-stores_1s,L1-dcache-load-misses_1s,cache-misses_2s,node-loads_2s,branch-misses_2s,branch-load-misses_2s,LLC-store-misses_2s,branch-loads_2s,L1-dcache-stores_2s,L1-icache-load-misses_2s,branch-instructions_2s,iTLB-loads_2s,iTLB-load-misses_2s,dTLB-store-misses_2s,dTLB-load-misses_2s,dTLB-stores_2s,node-stores_2s,L1-dcache-load-misses_2s,cache-misses_3s,node-loads_3s,branch-misses_3s,branch-load-misses_3s,LLC-store-misses_3s,branch-loads_3s,L1-dcache-stores_3s,L1-icache-load-misses_3s,branch-instructions_3s,iTLB-loads_3s,iTLB-load-misses_3s,dTLB-store-misses_3s,dTLB-load-misses_3s,dTLB-stores_3s,node-stores_3s,L1-dcache-load-misses_3s,cache-misses_4s,node-loads_4s,branch-misses_4s,branch-load-misses_4s,LLC-store-misses_4s,branch-loads_4s,L1-dcache-stores_4s,L1-icache-load-misses_4s,branch-instructions_4s,iTLB-loads_4s,iTLB-load-misses_4s,dTLB-store-misses_4s,dTLB-load-misses_4s,dTLB-stores_4s,node-stores_4s,L1-dcache-load-misses_4s,cache-misses_5s,node-loads_5s,branch-misses_5s,branch-load-misses_5s,LLC-store-misses_5s,branch-loads_5s,L1-dcache-stores_5s,L1-icache-load-misses_5s,branch-instructions_5s,iTLB-loads_5s,iTLB-load-misses_5s,dTLB-store-misses_5s,dTLB-load-misses_5s,dTLB-stores_5s,node-stores_5s,L1-dcache-load-misses_5s,label
48034300,3310709,14834303,15090843,6705816,955065650,805653814,69796520,950841646,1716917,1122736,852326,1189322,791518475,6983556,53861653,10394867,664090,2460085,2246347,717693,33530253,29960040,12610003,50618853,353477,254522,31423,260553,67294167,570997,6735366,759633,52174,144714,144602,16397,1862269,1636023,1146284,2186035,15687,24435,2394,30595,2027830,18128,313058,6124185,429149,3412937,3054895,418927,100598468,81467540,15973150,100020532,109710,187603,105373,240766,102042709,1029525,9745810,552980,31720,93780,94589,16108,1197688,1009431,824856,1126947,7583,19280,1942,22613,1143345,10906,234803,1
52729688,3652655,16221696,16390068,7732176,966108867,775628600,67995425,989873833,1743904,1083125,895411,1220596,826789370,6753225,51173569,9855689,627003,2370447,2276277,471727,51071684,41164205,12679747,42424997,270086,322161,33663,306065,56392866,752814,6085978,715800,52224,132567,128283,14841,2025501,1758799,1095959,2064086,11302,20820,2341,28750,1717721,17335,279709,4769757,369569,3288189,3644860,482257,124904165,79551555,10622702,111175322,86688,176633,48543,173272,103907304,677698,8137738,1254061,70359,1415963,1547417,34052,33895581,18503233,868941,45861482,8024,13259,6815,23235,31859797,61465,6529800,1
56272407,3641928,15081931,15232742,4272182,1118873708,879035271,64723382,1090267531,1643652,1227129,906557,1312393,704358136,9006977,71641583,11763856,750782,2895359,2871329,553057,66282194,50439555,15767394,55533096,366781,355009,29147,346820,55422802,894484,6490343,722103,47675,127125,126137,12294,1846685,1676955,1120132,1856266,14474,25605,2290,29814,1801869,18502,285126,5435331,368200,3473821,3362433,328295,121964550,78952809,11445446,97753230,101628,199181,74587,218432,100416870,909869,9297542,718907,38794,144009,161053,13504,1827441,2145006,1059593,2229789,13068,20487,2752,24697,2641708,15231,300622,1
33106867,2244530,10969964,10887719,4496361,883842453,695027001,42430949,875931993,987640,871152,592315,862656,632068087,5391922,53568716,35994047,2230458,8557153,8217288,2198049,213552832,175905895,44917636,243584329,1158090,831582,134276,886329,217202408,2807068,21055978,647620,38368,117850,118912,14883,1806479,1848638,944915,2218668,10434,24586,2164,31049,1900034,14191,251257,4732372,372835,3390020,3305674,629937,123150244,84732232,11850797,108668033,111952,181469,60906,226396,107141851,824618,8746365,673141,42809,113540,109224,14524,2200673,1703100,849970,1933273,8695,17448,1996,27148,1284175,13752,255392,1
49038027,3179702,16055527,16037981,7101247,967400723,796473831,66218351,998317631,1512864,1136110,680841,1300699,783936802,6626280,55965570,9252027,558757,2507305,2548239,775612,76103504,55307578,13311003,55347807,231281,257048,26674,301056,38595873,489991,5051941,3949524,314850,1874658,2243564,950640,153529851,103112526,15843328,150034617,113198,193620,50823,213267,82304224,428636,5851789,1066426,52479,210696,221482,19738,6432726,4387486,1755862,5890069,24341,36193,6153,38560,5129473,95618,522457,525618,32161,82482,87122,11476,1339338,1057683,779231,1261032,11014,16990,1869,20092,1084173,11167,204157,1
48615697,3544496,16082294,15999052,7137487,961358113,797426804,65778729,1043835409,1466694,1101391,585689,1162407,820111869,6943100,61646042,10703888,673742,2962554,3056579,567455,83440182,61603182,16953682,65714777,408343,316317,27877,296391,49176189,805769,6272642,764506,49445,132049,133955,17037,1657664,1454268,1163044,1588845,8323,25587,2332,33583,1645205,15221,298134,5711462,451491,4272269,3796272,591698,112836489,81707979,13851983,98447654,116785,195176,40534,194587,96814265,880659,11880391,576078,33124,108014,99797,12284,1658354,1252592,748611,1605092,9545,17792,2021,23830,1139974,13178,236603,1
47602989,3332697,15287955,15488286,6338304,1009181565,816406789,70588662,1044152647,1743374,1182038,1043157,1164365,784274093,6987772,73529619,11775173,721605,2985460,3122560,877868,96024461,70392549,18350385,81859840,337331,349799,34606,325038,44106499,541436,5482920,754780,48531,124424,124491,19781,1640423,1497680,1073919,1704648,9215,22555,2159,30207,1820665,14216,282972,4514516,505296,1643295,1721997,1192948,114618663,92463927,12579662,139306030,105991,186693,54460,185921,92778463,471292,8875034,346955,32282,2803067,2968173,67461,58314110,27683670,1591831,28351135,16476,30844,7404,26601,16316650,30366,6881027,1
51055899,3481900,16298221,16003756,6851763,1008321771,814764295,70914464,1019010206,1586413,1213352,680438,1262652,806133761,7062097,55871806,10298538,628955,2572373,2476588,479096,41884915,40684608,16073044,58412300,417342,279294,32353,277435,55139837,821938,6089840,663985,40617,132735,126614,12927,2315014,1954304,1026993,2191136,16533,21671,2567,29378,1424231,17322,286957,6347300,494262,1974557,2311002,782602,117941993,87227511,14032261,134285651,99513,179013,61999,218251,99630735,724484,9633983,1069195,83885,1706601,1896049,32073,41583610,22560036,1004933,58988582,14006,19679,13059,16541,23079501,72170,5068989,1
52047217,3353672,15542219,15375613,6831164,1034623922,802557687,55033834,1071821161,1321711,965565,721602,1186731,743360963,6847907,58485342,11806244,720812,2421365,2583110,688091,76179093,59836599,16197084,94150611,523483,290516,36100,338950,53371082,817543,6084953,1041931,72033,210933,208818,81264,3042107,3018208,1692671,3471485,20877,35224,3207,38562,3281263,23498,441278,4855944,504901,2117621,2555757,1353078,156714894,109448650,13760073,142727240,89835,152610,28342,158747,74475025,430042,8127004,1069384,106040,791102,842513,38691,17247229,9211926,502635,19186071,4915,9489,4646,20970,10123386,44647,2568097,1
31710778,2256955,10771120,10894810,4677884,779777303,650025642,46161156,812306115,940303,688506,608001,790570,683142642,5785981,45038207,35858640,2343759,8652694,7850148,2659930,239010840,190811768,45912079,240603733,982861,709215,147323,791403,195930590,2874806,19626698,554252,35489,96978,99098,10921,1525151,1325453,779683,1656951,10914,20916,1992,26079,1759938,11776,252677,5618449,385047,3357082,3197374,620655,113186659,85988098,12584968,109398992,100580,197448,91941,182041,103853855,650374,9075749,679556,40258,116296,117376,14369,2142910,1655977,767172,2055524,10077,19742,2526,24414,1436629,19981,272002,1
47000284,3442635,15587376,16119998,7625911,976531436,766724128,73550809,1001234358,1801366,1208417,897006,1207611,874730193,6534484,55234368,8669190,539426,2567933,2366717,810282,45329949,38931972,12931138,43751365,244517,259129,27045,236164,47956527,521233,5576385,801947,51673,133827,135429,16014,1764175,1560368,1093158,2070371,13450,23816,2317,31137,1777022,15393,302136,4944119,428570,3584332,3836497,802891,145470083,90366815,13706097,126219774,85386,241214,32445,201263,91823683,684259,8274004,1267089,80390,1709796,1778028,51946,33225898,17935449,532810,39529074,7253,17012,6712,21481,23126084,48192,7188987,1
36634648,2548820,11116351,10897124,4284091,789351485,696358298,40207097,867833467,782537,635045,659731,717729,665358827,5665177,53246700,38551394,2365185,8301024,8432721,2367849,251452811,191835389,41492394,247833291,961733,741726,126372,768601,192174685,3005221,20418396,1054098,61473,194026,194237,17041,3718463,3119952,1432037,3337642,11658,33963,2390,41261,2799667,97181,458539,5555717,545090,1668161,1861613,764721,142297811,114636508,19019706,141063814,96602,187825,49889,184014,76941679,676034,8978398,644636,39467,113160,112472,13119,2054819,1635977,776047,2355053,8933,20889,2531,24573,1590263,14201,272903,1
45934553,3331003,15358144,15876436,7110434,946816283,777503659,70955048,961097933,1425609,1099550,838753,1191276,798884575,6613091,52820195,11962749,770398,3471911,3500371,1012819,82622637,64378539,19596998,70888008,467487,403596,46196,387866,65904288,847978,8168178,2653528,275976,956246,918440,470322,66051273,54119823,8330739,63432118,55283,118915,61464,153381,57617467,435191,4304134,2792648,174684,1964361,1750380,251434,38105108,35780451,5780473,38697956,29642,103497,22906,104476,44414255,285716,4963189,727737,57922,2712034,2515851,71177,26133516,14277699,1208153,28966999,9474,13941,4880,18045,22660161,44872,8335877,1
53561576,3567290,16397057,16104499,6372358,999232711,802875930,66609229,1010613588,1411723,1050869,707705,1205047,779865931,7367204,59433413,10710853,663348,2281023,2354016,572877,65599758,50826953,14298112,62101078,366401,303072,25355,307496,42185267,767470,5483786,823872,50414,127812,129081,15976,2183329,1881260,1068616,2175374,14556,24568,2222,31212,1546554,18885,300102,5045561,481994,1674110,1887824,979162,125283656,95189600,14254691,135130558,93919,169515,41044,201630,95775625,564694,9720797,1027160,81349,1613346,1612556,50466,30611665,16842228,997625,40932831,9349,15411,7021,28016,25009299,56782,7856748,1
39954233,2850439,12208630,11606975,5297207,852690719,685145930,43695421,861690134,985605,791855,612300,889837,679921944,6182670,58578410,29588866,1824996,6677858,6596695,2278319,240098014,179983265,38110065,239294746,974809,692021,109405,684952,153880446,2294136,16410791,1517565,93589,244310,232979,49257,7212241,6934490,1259198,8366853,13691,28180,5983,34784,6691359,81446,817592,5220104,481562,2259547,2527355,1128758,153779640,102357965,12477581,136756369,72565,158265,35060,185883,78690697,546258,8735696,1393608,84542,262616,262439,42992,3752300,6494907,1902192,5492246,27266,34479,3566,41713,5635545,25661,617701,1
37231031,2647666,13363733,13961604,6883093,918137251,754695031,68769875,938057658,1463272,1048619,710541,912146,796786297,5694160,55646649,16167178,994544,4569840,4387925,824951,98921768,84828641,25320963,90775748,623043,465991,51721,429735,84857290,1133712,9528283,781291,53080,132256,127462,15420,2843391,2251307,1056937,2385314,13421,26083,2660,34050,1647866,17532,314425,6410516,545065,2808579,3193889,799714,171456409,117050676,15418413,137251244,69074,138115,37743,159036,65290897,630466,9645886,621107,37450,100285,101196,11022,1823202,1199552,856776,1147400,9440,18632,1947,23994,1183061,14106,243878,1
34153928,2382199,9955538,9843195,4704321,788779664,641477440,44765253,781283066,1174727,789758,689653,836281,707177343,6156546,38816959,34860949,2244326,9254550,8578893,1975157,168156301,157378090,42703060,218529418,936567,854706,157275,853753,234218537,2862028,21766133,1212181,76145,226642,230065,22270,3948831,3906827,1852610,3775284,21670,40372,3752,47569,3373343,98171,606553,5145046,440478,3327599,3298979,678362,132914419,95969094,15437229,118572357,106437,201797,64581,209975,82201375,656519,8670705,546457,36811,106790,107430,9646,2097718,1666371,786863,1970224,8077,18248,2108,21845,1197300,10190,224361,1
35099235,2585589,10420542,10208542,5497844,887247955,719411979,27324052,838210781,744776,657358,756695,870430,637406146,4704424,48221305,32610875,2164847,8052427,8522821,2093121,281758186,217374589,49776487,265227861,1240529,797828,138169,851203,169008322,3264517,17823523,895321,54549,182234,179661,14238,2472400,3549532,1319700,2291175,9251,28909,2962,41045,2090932,19338,378215,6223592,476922,3669446,3251384,493209,126664435,92729062,16835208,113844806,116955,217371,89515,222908,95578378,1065299,9063461,662838,43962,119258,127246,14164,1718863,1365030,834639,1996580,9946,19963,2161,21628,1795185,14820,262538,1
37428605,2762813,11462131,11112868,5146622,810351915,685209405,40922512,885998747,854443,563605,314838,775774,661819238,5543520,48175868,17440954,1200244,3870950,4056184,1591850,108616844,91957473,24572405,126860225,495778,438690,85522,403732,96342718,1189391,8488677,21973610,1407579,5699058,5685180,1436052,142350542,114755088,36216427,147556133,945296,599111,77623,601683,127186407,935728,14025198,6911337,421808,1172882,1152513,605646,22579952,21173883,8460762,21558730,157647,192349,17035,203376,19369819,320139,2939433,5326463,536179,1579922,1601719,674460,101121191,87536087,11120838,111846848,83457,142707,59331,197921,91439235,629283,10611080,1
52646533,3492152,16444340,16256104,7060488,962517284,806858354,59405084,1040800734,1287917,919031,565515,1138362,780961992,6698449,62309897,13314301,852140,3013922,2989316,681775,90871913,68448992,19270610,89503784,513071,401138,38779,391900,57923945,964722,6628953,868141,53667,158779,157452,18985,2272558,1961952,1220169,2282757,15791,27972,2520,30992,1854883,18036,343956,4791257,470372,2988884,3343409,627263,118737192,74793056,12222784,112596771,122985,174947,42280,199728,93559925,706799,9731147,608853,35976,103165,104361,13586,1560610,1237396,904924,1354687,12215,21664,1811,23694,1051029,11400,235802,1
37533647,2548115,10419885,9768669,4591694,894002418,706250991,31673212,913063112,701338,582608,396376,805444,611002809,5597795,50517585,33829025,2186924,8353792,8181401,2667123,296983114,224082799,53083684,288643069,1147135,878351,145955,866050,182602860,2631689,18798719,725087,47886,138619,139123,13665,2815120,2291517,1157487,1625966,14188,24687,2637,35432,1776033,13506,323295,6575592,550440,3552154,3681066,506900,118886084,82361785,12397986,104558420,88378,159847,57133,225173,102976070,981031,11718771,735829,45902,127774,124934,13859,2072770,1496278,888967,1987596,9266,31090,2560,28809,1895297,15006,290993,1
37647014,2997558,12622787,12665444,6537458,816827254,672646628,50546914,771248111,977580,599539,893275,709926,699850889,4709699,41327610,30011293,1878689,7457413,7579147,2032917,260493731,184208676,40537944,218139421,984976,658465,107859,701110,153057487,2504782,16452625,1477791,80367,563035,582518,39099,13731202,12076510,2992413,10967360,55287,77901,6272,77819,11341265,312675,1413443,5558638,513094,2456985,2051351,790745,121626627,103087917,17113279,128529172,97058,210124,65663,181453,82607588,512578,9963120,1067050,58374,207638,209065,28114,3045341,3164301,1385942,4196879,23401,29948,3900,37390,3602143,106703,539231,1
37360702,2567439,10513110,10393955,4782400,934317500,743462884,35479771,862277827,852962,716103,816592,907590,624608410,5882335,55692384,33090766,2075570,8355958,8064881,1819989,223579962,170340594,39831337,234628743,891876,818140,141816,844200,187853443,2531646,19252896,8952426,550823,1539653,1559993,220485,21265549,22119931,12660276,22537654,223825,320880,23897,316309,20780915,250004,3598146,6060582,340159,994675,1037721,274201,21829505,20189007,8651468,21000366,183098,191138,15357,194108,19025096,529079,3200142,2463163,284405,801250,881160,598620,57990554,51482026,8503886,72250957,71244,145692,35193,147563,56682725,239457,3570066,1
37406239,2570947,11089139,10470216,3887573,851968027,684906868,34363099,876782454,816125,617205,839405,850493,667865115,5715295,51349299,35039452,2260572,8372463,8473407,3457675,270922694,204508217,48986755,288802952,1265845,785586,125108,788020,180687033,2085827,18658279,1221107,82176,277078,276744,31891,3408147,3342778,2294034,3599864,34537,45284,3541,45529,6890580,24302,591751,1502319,85988,341636,331041,131961,6101277,5314909,2556854,6326435,35936,52016,4600,63250,6218979,200628,808899,449197,29323,78104,77860,6624,1482502,1056511,479083,1490675,6589,11187,1141,13946,820654,12097,173558,1
41310421,3003281,11149985,10942228,4097106,855878094,728803190,36045329,985588318,732381,608665,1009316,861706,659994438,6480553,53109865,30816957,1918141,7606230,7941784,3118197,228929666,180407222,46181234,229769165,987747,753289,117685,720075,186447030,1930883,17176961,1407528,84551,295252,297505,116284,4817043,4584747,2224941,5025751,21396,46892,4681,59657,5020186,87004,561618,4687753,349182,3462850,3456105,485081,131698250,88847614,15664295,125434587,102469,246579,58014,185530,94721351,778162,7078220,774413,44377,170610,182561,22647,2667798,2210734,1278537,2467561,14350,23741,1875,20264,4284356,15016,402213,1
